fecha_del_pedido,cantidad
2016-07-25,5.410135498139167
2016-08-01,4.912392286962473
2016-08-08,4.745517864934651
2016-08-15,4.518966106562353
2016-08-22,5.271290349416027
2016-08-29,4.929493001173942
2016-09-05,5.088696340408462
2016-09-12,5.420734756801132
2016-09-19,4.645452633249461
2016-09-26,5.057920257070739
2016-10-03,5.270010656212114
2016-10-10,5.3420923289014555
2016-10-17,5.158060682141076
2016-10-24,5.436187104305982
2016-10-31,5.305009676704001
2016-11-07,5.452790182688004
2016-11-14,5.187279217376257
2016-11-21,5.135403946568374
2016-11-28,5.457904352653389
2016-12-05,4.8605283474740375
2016-12-12,4.972437172459319
2016-12-19,5.362854690837917
2016-12-26,5.310401536335446
2017-01-02,5.446507926721125
2017-01-09,4.63333085466612
2017-01-16,5.081181675292898
2017-01-23,4.564917505067416
2017-01-30,5.455581740694177
2017-02-06,5.254072247959756
2017-02-13,5.428031809222258
2017-02-20,5.047939731190618
2017-02-27,4.9578495819575785
2017-03-06,5.058252737824065
2017-03-13,4.987910003520366
2017-03-20,5.084872392152313
2017-03-27,5.009428824684309
2017-04-03,5.087340278680327
2017-04-10,5.145398774074335
2017-04-17,5.251043702738238
2017-04-24,5.260421978570525
2017-05-01,5.226307610847387
2017-05-08,4.877066892779498
2017-05-15,4.797112567863667
2017-05-22,5.4932872843855245
2017-05-29,5.2579149668997065
2017-06-05,5.211848372982029
2017-06-12,5.221331943124559
2017-06-19,5.301415673736109
2017-06-26,5.540434712968892
2017-07-03,5.413286878622948
2017-07-10,5.128182804897014
2017-07-17,5.5347240267817766
2017-07-24,4.741803486698945
2017-07-31,5.384645635942224
2017-08-07,5.535125311682159
2017-08-14,5.806820394868992
2017-08-21,5.151146037573964
2017-08-28,5.211058846608287
2017-09-04,5.305426676887959
2017-09-11,5.190330181249876
2017-09-18,5.856542905344261
2017-09-25,5.51860108778135
2017-10-02,5.317638705201369
2017-10-09,5.503360476497578
2017-10-16,5.252586855633192
2017-10-23,5.213982961233708
2017-10-30,5.598294004704452
2017-11-06,5.366582987486788
2017-11-13,5.865290973871102
2017-11-20,5.216373009102042
2017-11-27,5.143193607813689
2017-12-04,5.703827801894546
2017-12-11,5.487509087106761
2017-12-18,5.605280171701578
2017-12-25,5.039185953737244
2018-01-01,4.25258545824869
2018-01-08,4.898438605079361
2018-01-15,5.123741289711694
2018-01-22,4.751019784701277
2018-01-29,4.801049396262011
2018-02-05,4.376621349401865
2018-02-12,4.605350576470411
2018-02-19,5.126720609043732
2018-02-26,5.601725713510741
2018-03-05,5.310896953534972
2018-03-12,5.101668888877024
2018-03-19,4.934932244861399
2018-03-26,5.3585409962413415
2018-04-02,5.2002196267521805
2018-04-09,5.083432050325136
2018-04-16,4.912717897467703
2018-04-23,4.82998394953098
2018-04-30,4.880561737440845
2018-05-07,5.376894762335947
2018-05-14,5.426135220254073
2018-05-21,4.722848429523932
2018-05-28,5.111732456721626
2018-06-04,5.1523713863436065
2018-06-11,5.262002982855487
2018-06-18,5.457683652681681
2018-06-25,5.194616613929442
2018-07-02,5.355223077668187
2018-07-09,5.325793054206058
2018-07-16,5.034642942298762
2018-07-23,5.353272636244624
2018-07-30,5.428608759363341
2018-08-06,5.4130226148812595
2018-08-13,5.662834986818584
2018-08-20,5.459881519223577
2018-08-27,5.8441563933887215
2018-09-03,5.5285702282021685
2018-09-10,5.58902478279083
2018-09-17,5.45001340118031
2018-09-24,5.664452964793913
2018-10-01,5.887171929794138
2018-10-08,5.363294536552059
2018-10-15,5.885109414376703
2018-10-22,5.856577862630822
2018-10-29,5.486082014097524
2018-11-05,5.731583307722539
2018-11-12,5.7976976827385736
2018-11-19,5.844487719391132
2018-11-26,5.7253837177876505
2018-12-03,5.472235196093808
2018-12-10,5.599626385227467
2018-12-17,5.0702440721849875
2018-12-24,5.653964067181683
